brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
Panasonic,RP-HJE125-Z,Earbud,,False,False,Closed,Blue,"['USD', '9.69']"
Panasonic,RP-HJE140-A,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Panasonic,RP-HJE140-D,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Orange / White,"['USD', '0.00']"
Panasonic,RP-HJE140-G,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Panasonic,RP-HJE140-K,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE140-R,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Panasonic,RP-HJE180-W,In Ear,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HJE190-A,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Panasonic,RP-HJE190-K,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE190-N,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Gold,"['USD', '0.00']"
Panasonic,RP-HJE190-R,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '11.79']"
Panasonic,RP-HJE190-S,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HJE190-V,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Purple,"['USD', '0.00']"
Panasonic,RP-HJE190-W,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HJE280-A,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '12.99']"
Panasonic,RP-HJE280-D,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Orange,"['USD', '19.98']"
Panasonic,RP-HJE280-G,Earbud,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Panasonic,RP-HJE280-K,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE280-P,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,White / Pink,"['USD', '0.00']"
Panasonic,RP-HJE280-R,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RP-HJE280-S,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HJE290-A,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Green / Black,"['USD', '0.00']"
Panasonic,RP-HJE290-K,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '21.00']"
Panasonic,RP-HJE290-P,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Pink,"['USD', '16.98']"
Panasonic,RP-HJE290-R,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Panasonic,RP-HJE290-W,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HJE295-K,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE355-A,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HJE355-K,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE355-R,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Panasonic,RP-HJE355-W,In Ear,"{'min': 6.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HJE450-K,In Ear,"{'min': 6.0, 'max': 26000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HJE450-R,Earbud,"{'min': 6.0, 'max': 26000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RP-HJE450-W,In Ear,"{'min': 6.0, 'max': 26000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HJE450P-R,In Ear,"{'min': 6.0, 'max': 26000.0, 'default': None}",False,False,Closed,Red / Black,"['USD', '0.00']"
Panasonic,RP-HJE450P-W,In Ear,"{'min': 6.0, 'max': 26000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HS200-D,In Ear,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Panasonic,RP-HS220-A,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Panasonic,RP-HS220-D,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Panasonic,RP-HS220-G,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Panasonic,RP-HS220-K,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HS220-P,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Pink,"['USD', '0.00']"
Panasonic,RP-HS220-R,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RP-HS220-S,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HS33-D,Earbud,"{'min': 14.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Panasonic,RP-HS33G,Earbud,"{'min': 14.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '49.99']"
Panasonic,RP-HSC200-K,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HSC200-W,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",True,False,Closed,White / Silver,"['USD', '0.00']"
Panasonic,RP-HT21,Supra-aural,"{'min': 16.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '12.99']"
Panasonic,RP-HT227,Circumaural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HT227,Circumaural,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '24.99']"
Panasonic,RP-HTF295,Circumaural,,False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HTF295-K,Circumaural,"{'min': 10.0, 'max': 27000.0, 'default': None}",False,False,Semi-open,Black,"['USD', '0.00']"
Panasonic,RP-HTF600-S,Circumaural,"{'min': 10.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HTF890-S,Circumaural,"{'min': 5.0, 'max': 30000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HTX7-A1,Circumaural,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Panasonic,RP-HTX7-C1,Circumaural,,False,False,Closed,Black / White,"['USD', '0.00']"
Panasonic,RP-HTX7-G1,Circumaural,"{'min': 7.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Panasonic,RP-HTX7-K1,Circumaural,"{'min': 7.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HTX7-W1,Circumaural,"{'min': 7.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / White,"['USD', '0.00']"
Panasonic,RP-HTX7P1,Circumaural,"{'min': 7.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Pink,"['USD', '0.00']"
Panasonic,RP-HTX7R1,Circumaural,"{'min': 7.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RP-HV094-B,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HV096-K,Earbud,,False,False,Closed,Black,"['USD', '15.99']"
Panasonic,RP-HV154-K,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HV21-A,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Panasonic,RP-HV21-G,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",True,False,Closed,Green / White,"['USD', '0.00']"
Panasonic,RP-HV21-P,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Panasonic,RP-HV21-W,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HV21-v,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,White / Purple,"['USD', '0.00']"
Panasonic,RP-HV21K,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '10.99']"
Panasonic,RP-HV21R,Earbud,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Panasonic,RP-HV41-D,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Orange,"['USD', '0.00']"
Panasonic,RP-HV41-G,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Panasonic,RP-HV41-K,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Gray,"['USD', '0.00']"
Panasonic,RP-HV41-P,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Panasonic,RP-HV41-PB,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Red,"['USD', '0.00']"
Panasonic,RP-HV41-V,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Purple,"['USD', '0.00']"
Panasonic,RP-HV41-W,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HV41A,In Ear,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Panasonic,RP-HX35-K,Supra-aural,,False,False,Closed,Black / Silver,"['USD', '31.02']"
Panasonic,RP-HX35-R,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '9.99']"
Panasonic,RP-HX35-V,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Purple,"['USD', '0.00']"
Panasonic,RP-HX35-W,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '11.95']"
Panasonic,RP-HX40-A,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Panasonic,RP-HX40-G,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Green / White,"['USD', '0.00']"
Panasonic,RP-HX40-K,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-HX40-PK,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '24.95']"
Panasonic,RP-HX40-PW,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Panasonic,RP-HX40-W,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-HX650-K,Circumaural,"{'min': 10.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Panasonic,RP-HXC40-K,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '19.98']"
Panasonic,RP-HXD3W-K,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '34.40']"
Panasonic,RP-HXD5C-K,Supra-aural,"{'min': 8.0, 'max': 26000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RP-HXD5C-W,Supra-aural,"{'min': 8.0, 'max': 26000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RP-TCM125-A,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Panasonic,RP-TCM125-K,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RP-TCM125-P,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Panasonic,RP-TCM125-W,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Panasonic,RPDJS200W,Supra-aural,,False,False,Closed,White,"['USD', '0.00']"
Panasonic,RPHJE120R,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Panasonic,RPHJX20-K,In Ear,,False,False,Closed,Black,"['USD', '15.29']"
Panasonic,RPHJX5-R,In Ear,,False,False,Closed,Black / Red,"['USD', '0.00']"
Panasonic,RPHJX5-S,In Ear,,False,False,Closed,Black / Silver,"['USD', '34.97']"
Panasonic,RPHT360,Circumaural,"{'min': 10.0, 'max': 27000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Panasonic,RPHV108W,Earbud,,False,False,Closed,White,"['USD', '0.00']"
Patriot,V360,Circumaural,,True,False,Closed,Black / Red,"['USD', '24.99']"
Perixx,AX-1000B,Circumaural,,False,False,Closed,Black / Red,"['USD', '0.00']"
Perixx,AX-2000B,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Perixx,AX-5000,Circumaural,,True,False,Closed,Black / White,"['USD', '0.00']"
Philips,609585114050,Earbud,,False,False,Closed,White,"['USD', '0.00']"
Philips,Fidelio L2,Circumaural,,True,False,Open,Black / Red,"['USD', '119.99']"
Philips,Fidelio X2HR/00,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black,"['USD', '148.99']"
Philips,HS430,Supra-aural,"{'min': 12.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Philips,LFH2236/00,Supra-aural,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '29.00']"
Philips,Performance PH805BK,Circumaural,,True,True,Closed,Black,"['USD', '208.68']"
Philips,SHB4000,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black,"['USD', '0.00']"
Philips,SHB4000WT,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHB7000/BK,Circumaural,,True,True,Closed,Black / Red,"['USD', '0.00']"
Philips,SHB7000/WT,Circumaural,,True,True,Closed,Blue / White,"['USD', '0.00']"
Philips,SHB9100BK,Supra-aural,"{'min': 18.0, 'max': 21000.0, 'default': None}",False,True,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHB9100RD,Supra-aural,"{'min': 18.0, 'max': 21000.0, 'default': None}",False,True,Closed,Black / Red,"['USD', '60.13']"
Philips,SHB9100WT,Supra-aural,"{'min': 18.0, 'max': 21000.0, 'default': None}",False,True,Closed,Black / White,"['USD', '0.00']"
Philips,SHE2100BK28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,SHE2100BL28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,White / Blue,"['USD', '10.89']"
Philips,SHE2100BL28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,SHE2100GY28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '11.50']"
Philips,SHE2100PK28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Philips,SHE2100PP28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Purple,"['USD', '8.99']"
Philips,SHE2100WT28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Silver,"['USD', '0.00']"
Philips,SHE2105BK/28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,SHE2105PK/28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Philips,SHE2105WT/28,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,White,"['USD', '14.99']"
Philips,SHE2640,Earbud,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHE2640/27,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHE2641/27,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHE2648/27,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Philips,SHE2650/28,Earbud,,False,False,Closed,Black,"['USD', '18.98']"
Philips,SHE3575BB/28,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,Blue,"['USD', '0.00']"
Philips,SHE3575BK/28,In Ear,,False,False,Closed,Pink,"['USD', '0.00']"
Philips,SHE3590BK/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHE3590BL/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,Blue / White,"['USD', '6.99']"
Philips,SHE3590GY/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,Gray / White,"['USD', '19.98']"
Philips,SHE3590PK/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,Pink / White,"['USD', '6.99']"
Philips,SHE3590PP/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",True,False,Closed,White / Purple,"['USD', '0.00']"
Philips,SHE3590WT/10,In Ear,"{'min': 12.0, 'max': 23500.0, 'default': None}",False,False,Closed,White,"['USD', '6.99']"
Philips,SHE3595BK/28,In Ear,,True,False,Closed,Black / Silver,"['USD', '12.99']"
Philips,SHE3595BL/28,In Ear,,True,False,Closed,Blue / White,"['USD', '0.00']"
Philips,SHE3595PK/28,In Ear,,True,False,Closed,Pink / White,"['USD', '0.00']"
Philips,SHE3595WT28,In Ear,,True,False,Closed,White,"['USD', '13.99']"
Philips,SHE7000WT/28,In Ear,"{'min': 8.0, 'max': 23500.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '18.95']"
Philips,SHE7005A/28,In Ear,,False,False,Closed,Black,"['USD', '24.51']"
Philips,SHE9000/28,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Philips,SHE9550/28,In Ear,"{'min': 6.0, 'max': 23500.0, 'default': None}",False,False,Closed,Black / Yellow,"['USD', '0.00']"
Philips,SHG7980,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Philips,SHH4506-28,Earbud,,True,False,Closed,Black,"['USD', '39.95']"
Philips,SHL1601,Supra-aural,,False,False,Closed,Pink,"['USD', '0.00']"
Philips,SHL3000/28,Supra-aural,,True,False,Closed,Black,"['USD', '39.99']"
Philips,SHL3000WT/28,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / White,"['USD', '0.00']"
Philips,SHL3095BK/94,Supra-aural,"{'min': 10.0, 'max': 22000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Philips,SHL3100BLK,Circumaural,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Philips,SHL5200WT/28,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '49.99']"
Philips,SHL5305BK/28,Supra-aural,"{'min': 18000.0, 'max': 21600.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Philips,SHL5305RD/28,Supra-aural,"{'min': 18000.0, 'max': 21600.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Philips,SHL5305TL/28,Supra-aural,"{'min': 18000.0, 'max': 21600.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Philips,SHL5305WT/28,Supra-aural,"{'min': 18000.0, 'max': 21600.0, 'default': None}",False,False,Closed,Black / White,"['USD', '0.00']"
Philips,SHO4200BG,Supra-aural,,False,False,Closed,Green / Blue,"['USD', '0.00']"
Philips,SHO7205/BK,Supra-aural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '39.95']"
Philips,SHO7205/WT,Supra-aural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,White / Blue,"['USD', '42.51']"
Philips,SHO9207,Circumaural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Philips,SHP3000,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,SHP9500,Circumaural,"{'min': 12.0, 'max': 35000.0, 'default': None}",False,False,Open,Black,"['USD', '78.90']"
Philips,SHP9600/00,Circumaural,"{'min': 12.0, 'max': 35000.0, 'default': None}",False,False,Open,Black / Copper,"['USD', '129.99']"
Philips,SHQ-5200,Supra-aural,"{'min': 18.0, 'max': 21000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Philips,SHQ1000/28,Earbud,"{'min': 30.0, 'max': 20000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Philips,SHQ1200/28,Earbud,"{'min': 30.0, 'max': 20000.0, 'default': None}",True,False,Closed,Orange,"['USD', '15.99']"
Philips,SHQ3200/28,In Ear,"{'min': 15.0, 'max': 22000.0, 'default': None}",False,False,Closed,Orange,"['USD', '0.00']"
Philips,SHQ3200BK/28,In Ear,,False,False,Closed,Black,"['USD', '65.00']"
Philips,SHQ3205/28,In Ear,,False,False,Closed,Orange,"['USD', '0.00']"
Philips,SHS3200/37,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Philips,SHS3201/28,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Philips,SHS3212,Earbud,,False,False,Closed,Red / White,"['USD', '0.00']"
Philips,SHS390,Supra-aural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHS390/37,Supra-aural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHS4150,Earbud,,False,False,Closed,White,"['USD', '0.00']"
Philips,SHS4700/28,Supra-aural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SHS4841/28,Earbud,"{'min': 12.0, 'max': 23500.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,SHS4843/28,Earbud,"{'min': 12.0, 'max': 23500.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Philips,SHS4848/28,Earbud,"{'min': 12.0, 'max': 23500.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Philips,SHS5200/28,Supra-aural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Philips,SJM2604,Earbud,,False,False,Closed,White,"['USD', '0.00']"
Philips,ST702BK,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,,"['USD', '0.00']"
Philips,She9000/28,In Ear,"{'min': 6.0, 'max': 23500.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Philips,X1/28,Circumaural,,True,False,Open,Black / Silver,"['USD', '0.00']"
Philips,X2/27 Fidelio,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black,"['USD', '0.00']"
Philips,X3/00,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Open,Black,"['USD', '199.00']"
Pioneer,HDJ-500G,Supra-aural,"{'min': 5.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Pioneer,HDJ-500V,Supra-aural,"{'min': 5.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Purple,"['USD', '0.00']"
Pioneer,HDJ500R,Circumaural,,False,False,Closed,Black / Red,"['USD', '0.00']"
Pioneer,SE-A1000,Circumaural,"{'min': 10.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '99.95']"
Pioneer,SE-CE11-H,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Pioneer,SE-CE11K,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Pioneer,SE-CL07-L,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Pioneer,SE-CL07-P,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Pink,"['USD', '0.00']"
Pioneer,SE-CL331-H,In Ear,"{'min': 10.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '16.95']"
Pioneer,SE-CL331-L,In Ear,"{'min': 10.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '16.95']"
Pioneer,SE-CL331-P,In Ear,"{'min': 10.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '21.94']"
Pioneer,SE-CL331-Y,In Ear,"{'min': 10.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Yellow,"['USD', '0.00']"
Pioneer,SE-CL721-H,In Ear,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Red / Silver,"['USD', '0.00']"
Pioneer,SE-CL721-K,In Ear,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Pioneer,SE-CLX40-K,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Pioneer,SE-CS15V,In Ear,,False,False,Open,Black,"['USD', '0.00']"
